number;Indicator;Group;State;Subgroup;Phase;Time Period;Time Period Label;Time Period Start Date;Time Period End Date;Value;Low CI;High CI;Confidence Interval;Quartile Range
12273;Symptoms of Depressive Disorder;By Age;United States;60 - 69 years;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;16.0;14.9;17.2;14.9 - 17.2;
12274;Symptoms of Depressive Disorder;By Age;United States;70 - 79 years;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;11.8;10.6;13.0;10.6 - 13.0;
12275;Symptoms of Depressive Disorder;By Age;United States;80 years and above;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;11.5;8.7;14.8;8.7 - 14.8;
12276;Symptoms of Depressive Disorder;By Sex;United States;Male;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;19.6;18.6;20.6;18.6 - 20.6;
12277;Symptoms of Depressive Disorder;By Sex;United States;Female;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;23.6;22.9;24.3;22.9 - 24.3;
12278;Symptoms of Depressive Disorder;By Gender identity;United States;Cis-gender male;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;19.2;18.2;20.3;18.2 - 20.3;
12279;Symptoms of Depressive Disorder;By Gender identity;United States;Cis-gender female;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;22.9;22.2;23.6;22.2 - 23.6;
12280;Symptoms of Depressive Disorder;By Gender identity;United States;Transgender;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;57.8;48.4;66.9;48.4 - 66.9;
12281;Symptoms of Depressive Disorder;By Sexual orientation;United States;Gay or lesbian;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;28.6;25.5;31.8;25.5 - 31.8;
12282;Symptoms of Depressive Disorder;By Sexual orientation;United States;Straight;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;19.4;18.8;20.1;18.8 - 20.1;
12283;Symptoms of Depressive Disorder;By Sexual orientation;United States;Bisexual;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;43.1;39.1;47.1;39.1 - 47.1;
12284;Symptoms of Depressive Disorder;By Race/Hispanic ethnicity;United States;Hispanic or Latino;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;24.4;22.1;26.8;22.1 - 26.8;
12285;Symptoms of Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic White, single race;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;20.9;20.1;21.7;20.1 - 21.7;
12286;Symptoms of Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic Black, single race;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;23.6;21.6;25.7;21.6 - 25.7;
12287;Symptoms of Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic Asian, single race;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;13.8;11.5;16.3;11.5 - 16.3;
12288;Symptoms of Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic, other races and multiple races;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;28.6;25.9;31.4;25.9 - 31.4;
12289;Symptoms of Depressive Disorder;By Education;United States;Less than a high school diploma;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;27.7;24.6;31.0;24.6 - 31.0;
12290;Symptoms of Depressive Disorder;By Education;United States;High school diploma or GED;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;25.0;23.6;26.4;23.6 - 26.4;
12291;Symptoms of Depressive Disorder;By Education;United States;Some college/Associate's degree;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;25.6;24.5;26.7;24.5 - 26.7;
12292;Symptoms of Depressive Disorder;By Education;United States;Bachelor's degree or higher;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;14.4;13.8;15.0;13.8 - 15.0;
12293;Symptoms of Depressive Disorder;By Disability status;United States;With disability;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;47.7;45.7;49.8;45.7 - 49.8;
12294;Symptoms of Depressive Disorder;By Disability status;United States;Without disability;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;16.9;16.3;17.5;16.3 - 17.5;
12295;Symptoms of Depressive Disorder;By State;Alabama;Alabama;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;25.2;21.9;28.7;21.9 - 28.7;23.5-30.3
12296;Symptoms of Depressive Disorder;By State;Alaska;Alaska;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;22.9;18.9;27.2;18.9 - 27.2;21.4-23.4
12297;Symptoms of Depressive Disorder;By State;Arizona;Arizona;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;23.3;20.5;26.4;20.5 - 26.4;21.4-23.4
12298;Symptoms of Depressive Disorder;By State;Arkansas;Arkansas;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;23.4;19.6;27.7;19.6 - 27.7;21.4-23.4
12299;Symptoms of Depressive Disorder;By State;California;California;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;20.8;18.5;23.1;18.5 - 23.1;19.6-21.3
12300;Symptoms of Depressive Disorder;By State;Colorado;Colorado;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;19.6;17.0;22.3;17.0 - 22.3;19.6-21.3
12301;Symptoms of Depressive Disorder;By State;Connecticut;Connecticut;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;18.8;15.9;21.9;15.9 - 21.9;15.4-19.5
12302;Symptoms of Depressive Disorder;By State;Delaware;Delaware;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;19.9;15.3;25.2;15.3 - 25.2;19.6-21.3
12303;Symptoms of Depressive Disorder;By State;District of Columbia;District of Columbia;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;20.1;14.3;27.1;14.3 - 27.1;19.6-21.3
12304;Symptoms of Depressive Disorder;By State;Florida;Florida;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;21.3;18.3;24.5;18.3 - 24.5;19.6-21.3
12305;Symptoms of Depressive Disorder;By State;Georgia;Georgia;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;23.9;20.3;27.9;20.3 - 27.9;23.5-30.3
12306;Symptoms of Depressive Disorder;By State;Hawaii;Hawaii;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;19.3;14.9;24.4;14.9 - 24.4;15.4-19.5
12307;Symptoms of Depressive Disorder;By State;Idaho;Idaho;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;19.6;16.2;23.4;16.2 - 23.4;19.6-21.3
12308;Symptoms of Depressive Disorder;By State;Illinois;Illinois;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;20.2;16.6;24.3;16.6 - 24.3;19.6-21.3
12309;Symptoms of Depressive Disorder;By State;Indiana;Indiana;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;22.6;18.9;26.7;18.9 - 26.7;21.4-23.4
12310;Symptoms of Depressive Disorder;By State;Iowa;Iowa;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;18.6;15.8;21.6;15.8 - 21.6;15.4-19.5
12311;Symptoms of Depressive Disorder;By State;Kansas;Kansas;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;21.3;17.9;25.0;17.9 - 25.0;19.6-21.3
12312;Symptoms of Depressive Disorder;By State;Kentucky;Kentucky;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;25.6;22.0;29.5;22.0 - 29.5;23.5-30.3
12313;Symptoms of Depressive Disorder;By State;Louisiana;Louisiana;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;30.3;25.7;35.2;25.7 - 35.2;23.5-30.3
12314;Symptoms of Depressive Disorder;By State;Maine;Maine;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;23.2;18.8;28.1;18.8 - 28.1;21.4-23.4
12315;Symptoms of Depressive Disorder;By State;Maryland;Maryland;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;18.6;15.2;22.4;15.2 - 22.4;15.4-19.5
12316;Symptoms of Depressive Disorder;By State;Massachusetts;Massachusetts;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;20.7;17.3;24.6;17.3 - 24.6;19.6-21.3
12317;Symptoms of Depressive Disorder;By State;Michigan;Michigan;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;20.7;17.6;24.0;17.6 - 24.0;19.6-21.3
12318;Symptoms of Depressive Disorder;By State;Minnesota;Minnesota;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;19.4;16.5;22.4;16.5 - 22.4;15.4-19.5
12319;Symptoms of Depressive Disorder;By State;Mississippi;Mississippi;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;29.1;23.5;35.2;23.5 - 35.2;23.5-30.3
12320;Symptoms of Depressive Disorder;By State;Missouri;Missouri;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;22.1;18.2;26.4;18.2 - 26.4;21.4-23.4
12321;Symptoms of Depressive Disorder;By State;Montana;Montana;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;23.5;19.5;27.8;19.5 - 27.8;23.5-30.3
12322;Symptoms of Depressive Disorder;By State;Nebraska;Nebraska;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;23.3;20.1;26.6;20.1 - 26.6;21.4-23.4
12323;Symptoms of Depressive Disorder;By State;Nevada;Nevada;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;29.4;23.2;36.2;23.2 - 36.2;23.5-30.3
12324;Symptoms of Depressive Disorder;By State;New Hampshire;New Hampshire;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;17.6;14.5;21.0;14.5 - 21.0;15.4-19.5
12325;Symptoms of Depressive Disorder;By State;New Jersey;New Jersey;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;18.0;14.9;21.4;14.9 - 21.4;15.4-19.5
12326;Symptoms of Depressive Disorder;By State;New Mexico;New Mexico;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;23.7;20.0;27.7;20.0 - 27.7;23.5-30.3
12327;Symptoms of Depressive Disorder;By State;New York;New York;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;19.4;16.4;22.6;16.4 - 22.6;15.4-19.5
12328;Symptoms of Depressive Disorder;By State;North Carolina;North Carolina;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;17.0;14.0;20.3;14.0 - 20.3;15.4-19.5
12329;Symptoms of Depressive Disorder;By State;North Dakota;North Dakota;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;19.5;15.5;24.0;15.5 - 24.0;15.4-19.5
12330;Symptoms of Depressive Disorder;By State;Ohio;Ohio;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;20.4;17.1;24.1;17.1 - 24.1;19.6-21.3
12331;Symptoms of Depressive Disorder;By State;Oklahoma;Oklahoma;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;23.4;20.6;26.4;20.6 - 26.4;21.4-23.4
12332;Symptoms of Depressive Disorder;By State;Oregon;Oregon;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;23.1;20.1;26.3;20.1 - 26.3;21.4-23.4
12333;Symptoms of Depressive Disorder;By State;Pennsylvania;Pennsylvania;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;22.8;19.3;26.7;19.3 - 26.7;21.4-23.4
12334;Symptoms of Depressive Disorder;By State;Rhode Island;Rhode Island;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;20.0;15.7;24.9;15.7 - 24.9;19.6-21.3
12335;Symptoms of Depressive Disorder;By State;South Carolina;South Carolina;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;22.6;18.0;27.8;18.0 - 27.8;21.4-23.4
12336;Symptoms of Depressive Disorder;By State;South Dakota;South Dakota;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;17.8;14.3;21.8;14.3 - 21.8;15.4-19.5
12337;Symptoms of Depressive Disorder;By State;Tennessee;Tennessee;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;26.4;22.9;30.2;22.9 - 30.2;23.5-30.3
12338;Symptoms of Depressive Disorder;By State;Texas;Texas;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;24.4;21.7;27.3;21.7 - 27.3;23.5-30.3
12339;Symptoms of Depressive Disorder;By State;Utah;Utah;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;23.1;20.0;26.4;20.0 - 26.4;21.4-23.4
12340;Symptoms of Depressive Disorder;By State;Vermont;Vermont;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;15.4;11.0;20.6;11.0 - 20.6;15.4-19.5
12341;Symptoms of Depressive Disorder;By State;Virginia;Virginia;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;22.5;19.2;26.1;19.2 - 26.1;21.4-23.4
12342;Symptoms of Depressive Disorder;By State;Washington;Washington;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;21.2;18.8;23.8;18.8 - 23.8;19.6-21.3
12343;Symptoms of Depressive Disorder;By State;West Virginia;West Virginia;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;27.0;23.1;31.2;23.1 - 31.2;23.5-30.3
12344;Symptoms of Depressive Disorder;By State;Wisconsin;Wisconsin;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;17.6;15.1;20.3;15.1 - 20.3;15.4-19.5
12345;Symptoms of Depressive Disorder;By State;Wyoming;Wyoming;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;22.2;17.9;27.0;17.9 - 27.0;21.4-23.4
12346;Symptoms of Anxiety Disorder;National Estimate;United States;United States;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;28.2;27.6;28.8;27.6 - 28.8;
12347;Symptoms of Anxiety Disorder;By Age;United States;18 - 29 years;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;41.9;39.5;44.3;39.5 - 44.3;
12348;Symptoms of Anxiety Disorder;By Age;United States;30 - 39 years;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;34.6;33.2;36.1;33.2 - 36.1;
12349;Symptoms of Anxiety Disorder;By Age;United States;40 - 49 years;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;29.3;27.8;30.8;27.8 - 30.8;
12350;Symptoms of Anxiety Disorder;By Age;United States;50 - 59 years;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;26.0;24.6;27.5;24.6 - 27.5;
12351;Symptoms of Anxiety Disorder;By Age;United States;60 - 69 years;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;21.4;19.8;23.0;19.8 - 23.0;
12352;Symptoms of Anxiety Disorder;By Age;United States;70 - 79 years;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;15.4;14.0;16.8;14.0 - 16.8;
12353;Symptoms of Anxiety Disorder;By Age;United States;80 years and above;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;14.2;11.2;17.6;11.2 - 17.6;
12354;Symptoms of Anxiety Disorder;By Sex;United States;Male;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;23.7;22.8;24.7;22.8 - 24.7;
12355;Symptoms of Anxiety Disorder;By Sex;United States;Female;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;32.4;31.6;33.3;31.6 - 33.3;
12356;Symptoms of Anxiety Disorder;By Gender identity;United States;Cis-gender male;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;23.2;22.3;24.2;22.3 - 24.2;
12357;Symptoms of Anxiety Disorder;By Gender identity;United States;Cis-gender female;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;31.7;30.9;32.5;30.9 - 32.5;
12358;Symptoms of Anxiety Disorder;By Gender identity;United States;Transgender;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;63.3;54.5;71.5;54.5 - 71.5;
12359;Symptoms of Anxiety Disorder;By Sexual orientation;United States;Gay or lesbian;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;37.5;33.2;41.9;33.2 - 41.9;
12360;Symptoms of Anxiety Disorder;By Sexual orientation;United States;Straight;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;25.6;25.0;26.2;25.0 - 26.2;
12361;Symptoms of Anxiety Disorder;By Sexual orientation;United States;Bisexual;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;53.4;49.1;57.6;49.1 - 57.6;
12362;Symptoms of Anxiety Disorder;By Race/Hispanic ethnicity;United States;Hispanic or Latino;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;31.2;28.4;34.0;28.4 - 34.0;
12363;Symptoms of Anxiety Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic White, single race;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;27.8;27.1;28.6;27.1 - 28.6;
12364;Symptoms of Anxiety Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic Black, single race;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;27.4;25.1;29.7;25.1 - 29.7;
12365;Symptoms of Anxiety Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic Asian, single race;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;19.8;17.4;22.4;17.4 - 22.4;
12366;Symptoms of Anxiety Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic, other races and multiple races;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;36.6;33.5;39.8;33.5 - 39.8;
12367;Symptoms of Anxiety Disorder;By Education;United States;Less than a high school diploma;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;35.7;31.5;40.0;31.5 - 40.0;
12368;Symptoms of Anxiety Disorder;By Education;United States;High school diploma or GED;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;30.1;28.8;31.5;28.8 - 31.5;
12369;Symptoms of Anxiety Disorder;By Education;United States;Some college/Associate's degree;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;32.3;31.2;33.4;31.2 - 33.4;
12370;Symptoms of Anxiety Disorder;By Education;United States;Bachelor's degree or higher;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;21.6;21.1;22.2;21.1 - 22.2;
12371;Symptoms of Anxiety Disorder;By Disability status;United States;With disability;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;54.0;52.1;55.9;52.1 - 55.9;
12372;Symptoms of Anxiety Disorder;By Disability status;United States;Without disability;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;23.5;22.9;24.1;22.9 - 24.1;
12373;Symptoms of Anxiety Disorder;By State;Alabama;Alabama;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;30.5;26.7;34.6;26.7 - 34.6;28.3-30.5
12374;Symptoms of Anxiety Disorder;By State;Alaska;Alaska;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;28.4;24.2;32.9;24.2 - 32.9;28.3-30.5
12375;Symptoms of Anxiety Disorder;By State;Arizona;Arizona;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;31.8;28.9;34.8;28.9 - 34.8;30.6-33.4
12376;Symptoms of Anxiety Disorder;By State;Arkansas;Arkansas;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;28.9;24.9;33.2;24.9 - 33.2;28.3-30.5
12377;Symptoms of Anxiety Disorder;By State;California;California;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;28.2;25.6;30.9;25.6 - 30.9;25.7-28.2
12378;Symptoms of Anxiety Disorder;By State;Colorado;Colorado;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;26.1;22.8;29.6;22.8 - 29.6;25.7-28.2
12379;Symptoms of Anxiety Disorder;By State;Connecticut;Connecticut;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;28.0;24.2;32.0;24.2 - 32.0;25.7-28.2
12380;Symptoms of Anxiety Disorder;By State;Delaware;Delaware;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;23.2;18.9;27.9;18.9 - 27.9;19.7-25.6
12381;Symptoms of Anxiety Disorder;By State;District of Columbia;District of Columbia;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;25.6;21.0;30.8;21.0 - 30.8;19.7-25.6
12382;Symptoms of Anxiety Disorder;By State;Florida;Florida;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;28.7;26.0;31.6;26.0 - 31.6;28.3-30.5
12383;Symptoms of Anxiety Disorder;By State;Georgia;Georgia;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;28.8;25.5;32.2;25.5 - 32.2;28.3-30.5
12384;Symptoms of Anxiety Disorder;By State;Hawaii;Hawaii;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;22.7;17.8;28.1;17.8 - 28.1;19.7-25.6
12385;Symptoms of Anxiety Disorder;By State;Idaho;Idaho;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;26.7;23.4;30.2;23.4 - 30.2;25.7-28.2
12386;Symptoms of Anxiety Disorder;By State;Illinois;Illinois;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;24.5;20.4;29.1;20.4 - 29.1;19.7-25.6
12387;Symptoms of Anxiety Disorder;By State;Indiana;Indiana;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;29.3;25.7;33.1;25.7 - 33.1;28.3-30.5
12388;Symptoms of Anxiety Disorder;By State;Iowa;Iowa;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;25.6;22.2;29.3;22.2 - 29.3;19.7-25.6
12389;Symptoms of Anxiety Disorder;By State;Kansas;Kansas;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;26.0;22.6;29.5;22.6 - 29.5;25.7-28.2
12390;Symptoms of Anxiety Disorder;By State;Kentucky;Kentucky;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;33.4;30.0;36.9;30.0 - 36.9;30.6-33.4
12391;Symptoms of Anxiety Disorder;By State;Louisiana;Louisiana;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;33.3;28.1;38.9;28.1 - 38.9;30.6-33.4
12392;Symptoms of Anxiety Disorder;By State;Maine;Maine;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;30.9;27.2;34.8;27.2 - 34.8;30.6-33.4
12393;Symptoms of Anxiety Disorder;By State;Maryland;Maryland;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;23.9;20.2;28.0;20.2 - 28.0;19.7-25.6
12394;Symptoms of Anxiety Disorder;By State;Massachusetts;Massachusetts;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;26.7;23.4;30.2;23.4 - 30.2;25.7-28.2
12395;Symptoms of Anxiety Disorder;By State;Michigan;Michigan;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;26.4;23.5;29.3;23.5 - 29.3;25.7-28.2
12396;Symptoms of Anxiety Disorder;By State;Minnesota;Minnesota;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;25.4;22.2;28.7;22.2 - 28.7;19.7-25.6
12397;Symptoms of Anxiety Disorder;By State;Mississippi;Mississippi;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;32.3;26.7;38.4;26.7 - 38.4;30.6-33.4
12398;Symptoms of Anxiety Disorder;By State;Missouri;Missouri;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;31.1;26.6;35.9;26.6 - 35.9;30.6-33.4
12399;Symptoms of Anxiety Disorder;By State;Montana;Montana;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;29.2;24.7;34.0;24.7 - 34.0;28.3-30.5
12400;Symptoms of Anxiety Disorder;By State;Nebraska;Nebraska;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;27.4;23.6;31.5;23.6 - 31.5;25.7-28.2
12401;Symptoms of Anxiety Disorder;By State;Nevada;Nevada;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;31.8;28.3;35.5;28.3 - 35.5;30.6-33.4
12402;Symptoms of Anxiety Disorder;By State;New Hampshire;New Hampshire;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;26.3;22.3;30.5;22.3 - 30.5;25.7-28.2
12403;Symptoms of Anxiety Disorder;By State;New Jersey;New Jersey;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;24.2;20.9;27.8;20.9 - 27.8;19.7-25.6
12404;Symptoms of Anxiety Disorder;By State;New Mexico;New Mexico;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;29.8;25.6;34.3;25.6 - 34.3;28.3-30.5
12405;Symptoms of Anxiety Disorder;By State;New York;New York;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;28.8;24.9;32.9;24.9 - 32.9;28.3-30.5
12406;Symptoms of Anxiety Disorder;By State;North Carolina;North Carolina;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;21.1;17.6;24.9;17.6 - 24.9;19.7-25.6
12407;Symptoms of Anxiety Disorder;By State;North Dakota;North Dakota;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;24.7;20.3;29.6;20.3 - 29.6;19.7-25.6
12408;Symptoms of Anxiety Disorder;By State;Ohio;Ohio;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;28.5;25.0;32.1;25.0 - 32.1;28.3-30.5
12409;Symptoms of Anxiety Disorder;By State;Oklahoma;Oklahoma;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;31.3;28.0;34.7;28.0 - 34.7;30.6-33.4
12410;Symptoms of Anxiety Disorder;By State;Oregon;Oregon;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;30.9;27.9;34.1;27.9 - 34.1;30.6-33.4
12411;Symptoms of Anxiety Disorder;By State;Pennsylvania;Pennsylvania;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;28.8;25.1;32.7;25.1 - 32.7;28.3-30.5
12412;Symptoms of Anxiety Disorder;By State;Rhode Island;Rhode Island;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;25.2;19.8;31.3;19.8 - 31.3;19.7-25.6
12413;Symptoms of Anxiety Disorder;By State;South Carolina;South Carolina;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;30.2;25.5;35.2;25.5 - 35.2;28.3-30.5
12414;Symptoms of Anxiety Disorder;By State;South Dakota;South Dakota;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;23.0;19.3;27.0;19.3 - 27.0;19.7-25.6
